Date,Value Dow,Value Nasdaq,Value S&P 500
1977-09-02,872.31,100.83,97.45
1977-09-09,857.04,100.91,96.37
1977-09-16,856.81,100.74,96.48
1977-09-23,839.14,99.57,95.04
1977-09-30,847.11,100.85,96.53
1977-10-07,840.35,101.62,95.97
1977-10-14,821.64,99.05,93.56
1977-10-21,808.3,98.54,92.32
1977-10-28,822.68,97.49,92.61
1977-11-04,809.94,97.21,91.58
1977-11-11,845.89,100.94,95.98
1977-11-18,835.76,102.22,95.33
1977-11-25,844.42,104.33,96.69
1977-12-02,823.98,104.1,94.67
1977-12-09,815.23,103.57,93.65
1977-12-16,815.32,104.05,93.4
1977-12-23,829.87,103.94,94.69
1977-12-30,831.17,105.05,95.1
1978-01-06,793.49,101.66,91.62
1978-01-13,775.73,99.77,89.69
1978-01-20,776.94,100.63,89.89
1978-01-27,764.12,100.62,88.58
1978-02-03,770.96,102.22,89.62
1978-02-10,775.99,103.58,90.08
1978-02-17,752.69,102.25,87.96
1978-02-24,756.24,102.7,88.49
1978-03-03,747.31,101.95,87.45
1978-03-10,758.58,103.42,88.88
1978-03-17,768.71,104.94,90.2
1978-03-23,756.5,105.39,89.36
1978-03-31,757.36,106.2,89.21
1978-04-07,769.58,108.23,90.17
1978-04-14,795.13,111.29,92.92
1978-04-21,812.8,113.32,94.34
1978-04-28,837.32,115.18,96.83
1978-05-05,829.09,117.27,96.53
1978-05-12,840.7,119.4,98.07
1978-05-19,846.85,121.57,98.12
1978-05-26,831.69,119.86,96.58
1978-06-02,847.54,121.03,98.14
1978-06-09,859.23,124.41,99.93
1978-06-16,836.97,123.69,97.42
1978-06-23,823.02,120.74,95.85
1978-06-30,818.95,120.3,95.53
1978-07-07,812.46,119.16,94.89
1978-07-14,839.83,121.58,97.58
1978-07-21,833.42,123.6,97.75
1978-07-28,856.29,125.62,100.0
1978-08-04,888.43,129.71,103.92
1978-08-11,890.85,132.0,103.96
1978-08-18,896.83,134.71,104.73
1978-08-25,895.53,135.84,104.9
1978-09-01,879.33,135.35,103.68
1978-09-08,907.74,138.36,106.79
1978-09-15,878.55,137.36,104.12
1978-09-22,862.44,132.3,101.84
1978-09-29,865.82,132.89,102.54
1978-10-06,880.02,134.0,103.52
1978-10-13,897.09,135.58,104.66
1978-10-20,838.01,123.82,97.95
1978-10-27,806.05,115.25,94.59
1978-11-03,823.11,115.49,96.18
1978-11-10,807.09,114.84,94.77
1978-11-17,797.73,113.69,94.42
1978-11-24,810.12,116.17,95.79
1978-12-01,811.5,116.19,96.28
1978-12-08,811.85,118.77,96.63
1978-12-15,805.35,117.41,95.33
1978-12-22,808.47,116.93,96.31
1978-12-29,805.01,117.98,96.11
1979-01-05,830.73,122.05,99.13
1979-01-12,836.28,123.74,99.93
1979-01-19,837.49,124.65,99.75
1979-01-26,859.75,127.04,101.86
1979-02-02,834.63,125.82,99.5
1979-02-09,822.23,123.76,97.87
1979-02-16,827.01,125.57,98.67
1979-02-23,823.28,125.04,97.78
1979-03-02,815.75,123.67,96.97
1979-03-09,842.86,127.25,99.54
1979-03-16,852.82,128.55,100.69
1979-03-23,859.75,130.58,101.6
1979-03-30,862.18,131.76,101.59
1979-04-06,875.69,133.75,103.18
1979-04-12,870.5,133.54,102.0
1979-04-20,856.98,133.67,101.23
1979-04-27,856.64,134.37,101.8
1979-05-04,847.54,133.72,100.69
1979-05-11,830.56,129.69,98.52
1979-05-18,841.91,131.01,99.93
1979-05-25,836.28,132.68,100.22
1979-06-01,821.21,131.76,99.17
1979-06-08,835.15,134.96,101.49
1979-06-15,843.3,136.25,102.09
1979-06-22,849.1,137.24,102.64
1979-06-29,841.98,138.13,102.91
1979-07-06,846.16,138.64,103.62
1979-07-13,833.53,138.52,102.32
1979-07-20,828.07,137.98,101.82
1979-07-27,839.76,140.02,103.1
1979-08-03,846.16,142.63,104.04
1979-08-10,867.06,145.07,106.4
1979-08-17,883.36,147.84,108.3
1979-08-24,880.2,149.4,108.6
1979-08-31,887.63,150.44,109.32
1979-09-07,874.15,148.07,107.66
1979-09-14,879.1,150.56,108.76
1979-09-21,893.94,150.65,110.47
1979-09-28,878.58,149.98,109.32
1979-10-05,897.61,152.29,111.27
1979-10-12,838.99,140.71,104.49
1979-10-19,814.68,136.59,101.6
1979-10-26,809.3,133.75,100.57
1979-11-02,818.94,136.88,102.51
1979-11-09,806.48,135.86,101.51
1979-11-16,815.7,139.07,103.79
1979-11-23,811.77,139.85,104.67
1979-11-30,822.35,144.26,106.16
1979-12-07,833.19,147.49,107.52
1979-12-14,842.75,150.03,108.92
1979-12-21,838.91,150.17,107.59
1979-12-28,838.91,150.83,107.84
1980-01-04,828.84,148.02,106.52
1980-01-11,858.53,153.87,109.92
1980-01-18,867.15,156.14,111.07
1980-01-25,876.11,159.7,113.61
1980-02-01,881.48,162.3,115.12
1980-02-08,895.73,165.25,117.95
1980-02-15,884.98,162.56,115.41
1980-02-22,868.77,160.08,115.04
1980-02-29,863.14,158.03,113.66
1980-03-07,820.56,146.19,106.9
1980-03-14,811.69,144.44,105.43
1980-03-21,785.15,138.8,102.31
1980-03-28,777.65,129.25,100.68
1980-04-03,784.13,136.01,102.15
1980-04-11,791.55,137.75,103.79
1980-04-18,763.4,134.66,100.55
1980-04-25,803.58,137.92,105.16
1980-05-02,810.92,140.25,105.58
1980-05-09,805.8,143.06,104.72
1980-05-16,826.88,147.24,107.35
1980-05-23,854.1,149.48,110.62
1980-05-30,850.85,150.45,111.24
1980-06-06,861.52,152.68,113.2
1980-06-13,876.37,156.59,115.81
1980-06-20,869.71,156.51,114.06
1980-06-27,881.83,159.18,116.0
1980-07-03,888.91,160.87,117.46
1980-07-11,891.13,164.82,117.84
1980-07-18,923.98,169.99,122.04
1980-07-25,918.09,169.63,120.78
1980-08-01,931.48,172.49,121.21
1980-08-08,954.69,175.88,123.61
1980-08-15,966.72,179.89,125.72
1980-08-22,958.19,181.7,126.02
1980-08-29,932.59,181.52,122.38
1980-09-05,940.96,185.61,124.88
1980-09-12,936.52,189.58,125.54
1980-09-19,963.74,195.33,129.25
1980-09-26,940.1,190.77,126.35
1980-10-03,950.68,193.43,129.33
1980-10-10,950.68,197.79,130.29
1980-10-17,956.14,197.24,131.52
1980-10-24,943.6,196.17,129.85
1980-10-31,924.49,192.78,127.47
1980-11-07,932.42,193.51,129.18
1980-11-14,986.35,201.76,137.15
1980-11-21,989.93,206.07,139.11
1980-11-28,993.34,208.15,140.52
1980-12-05,956.23,203.02,134.03
1980-12-12,917.15,191.22,129.23
1980-12-19,937.2,197.91,133.7
1980-12-26,966.38,201.28,136.57
1981-01-02,972.78,203.55,136.34
1981-01-09,968.69,197.66,133.48
1981-01-16,973.29,201.13,134.77
1981-01-23,940.19,197.52,130.23
1981-01-30,947.27,197.81,129.55
1981-02-06,952.3,197.87,130.6
1981-02-13,931.57,193.89,126.98
1981-02-20,936.09,192.29,126.58
1981-02-27,974.58,198.01,131.27
1981-03-06,964.62,199.89,129.85
1981-03-13,985.77,202.17,133.11
1981-03-20,992.8,206.29,134.08
1981-03-27,994.78,208.82,134.65
1981-04-03,1007.11,212.65,135.49
1981-04-10,1000.27,215.15,134.51
1981-04-16,1005.58,216.64,134.7
1981-04-24,1020.35,219.56,135.14
1981-05-01,995.59,216.68,132.72
1981-05-08,976.4,214.84,131.66
1981-05-15,985.95,216.51,132.17
1981-05-22,971.72,219.23,131.33
1981-05-29,991.75,223.47,132.59
1981-06-05,993.79,221.3,132.22
1981-06-12,1006.28,222.76,133.49
1981-06-19,996.19,219.56,132.27
1981-06-26,992.87,219.76,132.56
1981-07-02,959.19,212.8,128.64
1981-07-10,955.67,210.54,129.37
1981-07-17,958.9,212.76,130.76
1981-07-24,936.74,208.0,128.46
1981-07-31,952.34,211.63,130.92
1981-08-07,942.54,211.36,131.75
1981-08-14,936.93,212.12,132.49
1981-08-21,920.57,206.76,129.23
1981-08-28,892.22,197.55,124.08
1981-09-04,861.68,189.63,120.07
1981-09-11,872.81,189.81,121.61
1981-09-18,836.19,184.27,116.26
1981-09-25,824.01,175.12,112.77
1981-10-02,860.73,184.37,119.36
1981-10-09,873.0,191.27,121.45
1981-10-16,851.69,190.24,119.19
1981-10-23,837.99,191.91,118.6
1981-10-30,852.55,195.24,121.89
1981-11-06,852.45,199.97,122.67
1981-11-13,855.88,200.16,121.67
1981-11-20,852.93,198.6,121.71
1981-11-27,885.94,201.02,125.09
1981-12-04,892.69,200.88,126.26
1981-12-11,886.51,198.64,124.93
1981-12-18,875.76,197.01,124.0
1981-12-24,873.38,195.7,122.54
1981-12-31,875.0,195.84,122.55
1982-01-08,866.53,192.05,119.55
1982-01-15,847.6,187.32,116.33
1982-01-22,845.03,185.83,115.38
1982-01-29,871.1,188.39,120.4
1982-02-05,851.03,188.21,117.26
1982-02-12,833.81,182.52,114.38
1982-02-19,824.3,180.65,113.22
1982-02-26,824.39,179.43,113.11
1982-03-05,807.36,173.97,109.34
1982-03-12,797.37,168.23,108.61
1982-03-19,805.65,171.76,110.61
1982-03-26,817.92,175.2,111.94
1982-04-02,838.57,178.56,115.12
1982-04-08,842.94,181.15,116.22
1982-04-16,843.42,182.25,116.81
1982-04-23,862.16,184.93,118.64
1982-04-30,848.36,184.7,116.44
1982-05-07,869.2,188.13,119.47
1982-05-14,857.78,188.22,118.01
1982-05-21,835.9,182.4,114.89
1982-05-28,819.54,178.54,111.88
1982-06-04,804.98,174.82,110.09
1982-06-11,809.74,173.55,111.24
1982-06-18,788.62,168.5,107.28
1982-06-25,803.08,170.48,109.14
1982-07-02,796.99,170.05,107.65
1982-07-09,814.12,168.07,108.83
1982-07-16,828.67,170.18,111.07
1982-07-23,830.57,172.11,111.17
1982-07-30,808.6,167.35,107.09
1982-08-06,784.34,163.59,103.71
1982-08-13,788.05,159.14,103.85
1982-08-20,869.29,166.96,113.02
1982-08-27,883.47,177.6,117.11
1982-09-03,925.13,182.05,122.68
1982-09-10,906.82,182.47,120.97
1982-09-17,916.94,186.61,122.55
1982-09-24,919.52,188.61,123.32
1982-10-01,907.74,188.7,121.97
1982-10-08,986.85,198.89,131.05
1982-10-15,993.1,204.46,133.57
1982-10-22,1031.46,215.29,138.83
1982-10-29,991.72,212.63,133.72
1982-11-05,1051.78,227.03,142.16
1982-11-12,1039.92,232.61,139.53
1982-11-19,1021.25,229.41,137.02
1982-11-26,1007.36,228.64,134.88
1982-12-03,1031.36,237.16,138.69
1982-12-10,1018.76,233.85,139.57
1982-12-17,1011.5,228.93,137.49
1982-12-23,1045.07,232.33,139.72
1982-12-31,1046.54,232.41,140.64
1983-01-07,1076.07,238.6,145.18
1983-01-14,1080.85,245.63,146.65
1983-01-21,1052.98,243.97,143.85
1983-01-28,1064.75,246.93,144.51
1983-02-04,1077.91,251.65,146.14
1983-02-11,1086.5,256.64,147.65
1983-02-18,1092.82,261.29,148.0
1983-02-25,1120.94,262.44,149.74
1983-03-04,1140.96,265.94,153.67
1983-03-11,1117.74,266.18,151.24
1983-03-18,1117.74,265.01,149.9
1983-03-25,1140.09,270.89,152.67
1983-03-31,1130.03,270.8,152.96
1983-04-08,1124.71,268.1,152.85
1983-04-15,1171.34,281.6,158.75
1983-04-22,1196.3,288.55,160.42
1983-04-29,1226.2,293.06,164.43
1983-05-06,1232.59,301.64,166.1
1983-05-13,1218.75,303.94,164.91
1983-05-20,1190.02,303.56,162.14
1983-05-27,1216.14,312.05,164.46
1983-06-03,1213.04,313.85,164.42
1983-06-10,1196.11,315.24,162.68
1983-06-17,1242.19,326.11,169.13
1983-06-24,1241.69,328.91,170.41
1983-07-01,1225.26,321.58,168.64
1983-07-08,1207.23,319.57,167.08
1983-07-15,1192.31,312.87,164.29
1983-07-22,1231.17,320.71,168.89
1983-07-29,1199.22,303.96,162.56
1983-08-05,1183.29,300.2,161.74
1983-08-12,1182.83,299.58,162.16
1983-08-19,1194.21,299.1,163.98
1983-08-26,1192.07,290.31,162.14
1983-09-02,1215.45,297.85,165.0
1983-09-09,1239.74,302.23,166.92
1983-09-16,1225.71,298.27,166.25
1983-09-23,1255.59,303.61,169.51
1983-09-30,1233.13,296.65,166.07
1983-10-07,1272.15,297.36,170.8
1983-10-14,1263.52,289.65,169.86
1983-10-21,1248.88,279.49,165.95
1983-10-28,1223.48,276.14,163.37
1983-11-04,1218.29,273.17,162.44
1983-11-11,1250.2,277.13,166.29
1983-11-18,1251.02,281.28,165.09
1983-11-25,1277.44,285.49,167.18
1983-12-02,1265.24,283.91,165.44
1983-12-09,1260.06,280.51,165.08
1983-12-16,1242.17,276.01,162.39
1983-12-23,1250.51,276.54,163.22
1983-12-30,1258.64,278.6,164.93
1984-01-06,1286.64,287.9,169.28
1984-01-13,1270.1,286.85,167.02
1984-01-20,1259.11,284.41,166.21
1984-01-27,1230.0,273.18,163.94
1984-02-03,1197.03,264.01,160.91
1984-02-10,1160.7,254.04,156.3
1984-02-17,1148.87,251.33,155.74
1984-02-24,1165.1,251.44,157.51
1984-03-02,1171.48,255.54,159.24
1984-03-09,1139.76,249.01,154.35
1984-03-16,1184.36,253.37,159.27
1984-03-23,1154.84,249.98,156.86
1984-03-30,1164.89,250.78,159.18
1984-04-06,1132.22,243.94,155.48
1984-04-13,1150.13,244.01,157.31
1984-04-19,1158.08,245.35,158.02
1984-04-27,1169.07,246.9,159.89
1984-05-04,1165.31,250.89,159.11
1984-05-11,1157.14,250.57,158.49
1984-05-18,1133.79,244.61,155.78
1984-05-25,1107.1,235.23,151.62
1984-06-01,1124.35,235.9,153.24
1984-06-08,1131.25,240.35,155.17
1984-06-15,1086.9,235.64,149.03
1984-06-22,1131.07,241.11,154.46
1984-06-29,1132.4,239.65,153.18
1984-07-06,1122.57,236.72,152.24
1984-07-13,1109.87,234.67,150.88
1984-07-20,1101.37,229.37,149.55
1984-07-27,1114.62,229.3,151.19
1984-08-03,1202.08,246.24,162.35
1984-08-10,1218.09,252.43,165.42
1984-08-17,1211.9,250.37,164.14
1984-08-24,1236.53,254.78,167.51
1984-08-31,1224.38,254.64,166.68
1984-09-07,1207.38,251.68,164.37
1984-09-14,1237.52,255.6,168.78
1984-09-21,1201.74,252.68,165.67
1984-09-28,1206.71,249.94,166.1
1984-10-05,1182.53,245.46,162.68
1984-10-12,1190.7,246.2,164.18
1984-10-19,1225.93,251.2,167.96
1984-10-26,1204.95,247.4,165.29
1984-11-02,1216.65,248.0,167.42
1984-11-09,1218.97,249.5,167.6
1984-11-16,1187.94,245.1,164.1
1984-11-23,1220.3,245.3,166.92
1984-11-30,1188.94,242.4,163.58
1984-12-07,1163.21,239.3,162.26
1984-12-14,1175.91,239.0,162.69
1984-12-21,1198.98,244.8,165.51
1984-12-28,1204.17,245.9,166.26
1985-01-04,1184.96,246.1,163.68
1985-01-11,1218.09,252.2,167.91
1985-01-18,1227.36,263.1,171.32
1985-01-25,1276.06,274.0,177.35
1985-02-01,1277.72,278.4,178.63
1985-02-08,1289.97,288.4,182.19
1985-02-15,1282.02,287.7,181.6
1985-02-22,1275.84,286.2,179.36
1985-03-01,1299.36,287.2,183.23
1985-03-08,1269.66,282.4,179.1
1985-03-15,1247.35,278.0,176.53
1985-03-22,1267.45,278.9,179.04
1985-03-29,1266.78,279.2,180.66
1985-04-04,1259.05,277.4,179.03
1985-04-12,1265.68,280.6,180.54
1985-04-19,1266.56,282.8,181.11
1985-04-26,1275.18,284.1,182.18
1985-05-03,1247.24,280.3,180.08
1985-05-10,1274.18,287.5,184.28
1985-05-17,1285.34,291.7,187.42
1985-05-24,1301.97,292.1,188.29
1985-05-31,1315.41,290.8,189.55
1985-06-07,1316.42,291.0,189.68
1985-06-14,1300.96,288.0,187.1
1985-06-21,1324.48,288.7,189.61
1985-06-28,1335.46,296.2,191.85
1985-07-05,1334.45,298.6,192.52
1985-07-12,1338.6,302.4,193.29
1985-07-19,1359.54,307.8,195.13
1985-07-26,1357.08,304.6,192.4
1985-08-02,1353.05,304.5,191.48
1985-08-09,1320.79,299.1,188.32
1985-08-16,1312.72,296.5,186.1
1985-08-23,1318.32,296.7,187.17
1985-08-30,1334.01,297.7,188.63
1985-09-06,1335.69,296.2,188.24
1985-09-13,1307.68,287.2,182.91
1985-09-20,1297.94,284.4,182.05
1985-09-26,1320.79,280.2,181.29
1985-10-04,1328.74,280.5,183.22
1985-10-11,1339.94,281.8,184.28
1985-10-18,1368.84,288.4,187.04
1985-10-25,1356.52,289.5,187.52
1985-11-01,1390.25,294.1,191.53
1985-11-08,1404.36,300.0,193.72
1985-11-15,1435.09,306.2,198.11
1985-11-22,1464.33,310.8,201.52
1985-11-29,1472.13,314.0,202.17
1985-12-06,1477.18,316.6,202.99
1985-12-13,1535.21,324.0,209.94
1985-12-20,1543.0,323.1,210.94
1985-12-27,1543.0,322.8,209.61
1986-01-03,1549.2,325.7,210.88
1986-01-10,1513.53,324.4,205.96
1986-01-17,1536.7,330.7,208.43
1986-01-24,1529.93,328.9,206.43
1986-01-31,1570.99,335.8,211.78
1986-02-07,1613.42,342.2,214.56
1986-02-14,1664.45,350.2,219.76
1986-02-21,1697.71,355.65,224.62
1986-02-28,1709.06,359.5,226.92
1986-03-07,1699.83,362.2,225.57
1986-03-14,1792.74,371.8,236.55
1986-03-21,1768.56,372.6,233.34
1986-03-27,1821.72,373.3,238.97
1986-04-04,1739.22,372.2,228.69
1986-04-11,1790.18,378.9,235.97
1986-04-18,1840.4,390.1,242.38
1986-04-25,1835.57,392.3,242.29
1986-05-02,1774.68,383.2,234.79
1986-05-09,1789.43,389.1,237.85
1986-05-16,1759.8,384.7,232.76
1986-05-23,1823.29,391.9,241.35
1986-05-30,1876.71,400.2,247.35
1986-06-06,1885.9,400.3,245.67
1986-06-13,1874.19,399.6,245.73
1986-06-20,1879.54,396.9,247.58
1986-06-27,1885.26,403.6,249.6
1986-07-03,1900.87,411.2,251.79
1986-07-11,1821.43,391.6,242.22
1986-07-18,1777.98,381.1,236.36
1986-07-25,1810.04,379.8,240.22
1986-08-01,1763.64,370.7,234.91
1986-08-08,1782.62,365.8,236.88
1986-08-15,1855.6,380.2,247.15
1986-08-22,1887.8,381.5,250.19
1986-08-29,1898.34,382.9,252.93
1986-09-05,1899.75,378.4,250.47
1986-09-12,1758.72,346.8,230.67
1986-09-19,1762.65,349.4,232.21
1986-09-26,1769.69,351.6,232.23
1986-10-03,1774.18,352.8,233.71
1986-10-10,1793.17,353.5,235.48
1986-10-17,1837.04,355.7,238.84
1986-10-24,1832.36,356.7,238.26
1986-10-31,1877.71,360.8,243.98
1986-11-07,1886.53,361.0,245.77
1986-11-14,1873.59,358.5,244.5
1986-11-21,1893.56,354.7,245.86
1986-11-28,1914.23,359.6,249.22
1986-12-05,1925.06,363.0,251.17
1986-12-12,1912.26,355.9,247.35
1986-12-19,1928.85,352.2,249.73
1986-12-26,1930.4,349.9,246.92
1987-01-02,1927.31,353.2,246.45
1987-01-09,2005.91,380.7,258.73
1987-01-16,2076.63,389.9,266.28
1987-01-23,2101.52,392.2,270.1
1987-01-30,2158.04,392.1,274.08
1987-02-06,2186.87,406.9,280.04
1987-02-13,2183.35,412.5,279.7
1987-02-20,2235.24,417.2,285.48
1987-02-27,2223.99,425.0,284.2
1987-03-06,2280.23,429.5,290.66
1987-03-13,2258.66,432.0,289.89
1987-03-20,2333.52,439.6,298.17
1987-03-27,2335.8,436.6,296.13
1987-04-03,2390.34,437.4,300.41
1987-04-10,2338.78,430.9,292.49
1987-04-16,2275.99,419.5,286.91
1987-04-24,2235.37,412.6,281.52
1987-05-01,2280.4,418.4,288.03
1987-05-08,2322.3,423.2,293.37
1987-05-15,2272.52,418.9,287.43
1987-05-22,2243.2,407.4,282.16
1987-05-29,2291.57,416.5,290.1
1987-06-05,2326.15,417.8,293.45
1987-06-12,2377.73,425.4,301.62
1987-06-19,2420.85,429.1,306.97
1987-06-26,2436.86,426.7,307.16
1987-07-02,2436.7,425.9,305.63
1987-07-10,2455.99,426.0,308.37
1987-07-17,2510.04,434.1,314.59
1987-07-24,2485.33,429.1,309.27
1987-07-31,2572.07,434.9,318.66
1987-08-07,2592.0,443.6,323.0
1987-08-14,2685.43,451.6,333.99
1987-08-21,2709.5,455.2,335.9
1987-08-28,2639.35,453.3,327.04
1987-09-04,2561.38,,316.7
1987-09-11,2608.74,446.2,321.98
1987-09-18,2524.64,440.9,314.86
1987-09-25,2570.17,441.9,320.16
1987-10-02,2640.99,451.6,328.07
1987-10-09,2482.21,438.4,311.07
1987-10-16,2246.73,406.3,282.7
1987-10-23,1950.76,328.5,248.22
1987-10-30,1993.53,323.3,251.79
1987-11-06,1959.05,326.4,250.41
1987-11-13,1935.01,323.0,245.64
1987-11-20,1913.63,312.5,242.0
1987-11-27,1910.48,316.5,240.34
1987-12-04,1766.74,292.9,223.92
1987-12-11,1867.04,302.6,235.32
1987-12-18,1975.3,326.9,249.16
1987-12-24,1999.67,333.2,252.03
1987-12-31,1938.83,330.5,247.08
1988-01-08,1911.31,338.5,243.4
1988-01-15,1956.07,340.1,252.05
1988-01-22,1903.51,337.6,246.5
1988-01-29,1958.22,344.7,257.07
1988-02-05,1910.48,345.8,250.96
1988-02-12,1983.26,353.3,257.63
1988-02-19,2014.59,357.1,261.61
1988-02-26,2023.21,363.4,262.46
1988-03-04,2057.86,373.4,267.3
1988-03-11,2034.98,375.5,264.94
1988-03-18,2087.37,381.6,271.12
1988-03-25,1978.95,372.5,258.51
1988-03-31,1988.06,374.6,258.89
1988-04-08,2090.19,381.8,269.43
1988-04-15,2013.93,373.9,259.77
1988-04-22,2015.09,374.0,260.14
1988-04-29,2032.33,379.2,261.33
1988-05-06,2007.46,379.4,257.48
1988-05-13,1990.55,372.5,256.78
1988-05-20,1952.59,366.0,253.02
1988-05-27,1956.44,366.7,253.42
1988-06-03,2071.31,376.9,266.45
1988-06-10,2101.71,386.3,271.26
1988-06-17,2104.02,386.9,270.68
1988-06-24,2142.96,391.6,273.78
1988-07-01,2131.58,394.7,271.78
1988-07-08,2106.15,394.3,270.02
1988-07-15,2129.45,395.0,272.05
1988-07-22,2060.99,387.4,263.5
1988-07-29,2128.73,387.3,272.02
1988-08-05,2119.13,387.7,271.15
1988-08-12,2037.52,379.0,262.55
1988-08-19,2016.0,377.4,260.24
1988-08-26,2017.43,374.4,259.68
1988-09-02,2054.59,376.5,264.48
1988-09-09,2068.81,381.6,266.84
1988-09-16,2098.15,383.9,270.65
1988-09-23,2090.68,385.0,269.76
1988-09-30,2112.91,387.7,271.91
1988-10-07,2150.25,385.7,278.07
1988-10-14,2133.18,384.6,275.5
1988-10-21,2183.5,388.6,283.66
1988-10-28,2149.89,382.8,278.53
1988-11-04,2145.8,381.0,276.31
1988-11-11,2067.03,373.8,267.92
1988-11-18,2062.41,367.6,266.47
1988-11-25,2074.68,366.4,267.23
1988-12-02,2092.28,373.9,271.81
1988-12-09,2143.49,375.2,277.03
1988-12-16,2150.71,375.8,276.29
1988-12-23,2168.93,377.3,277.87
1988-12-30,2168.57,381.4,277.72
1989-01-06,2194.29,384.7,280.67
1989-01-13,2226.07,387.1,283.87
1989-01-20,2235.36,391.7,286.63
1989-01-27,2322.86,398.0,293.82
1989-02-03,2331.25,406.4,296.97
1989-02-10,2286.07,402.4,292.02
1989-02-17,2324.82,407.2,296.76
1989-02-24,2245.54,400.0,287.13
1989-03-03,2274.29,404.0,291.18
1989-03-10,2282.14,405.9,292.88
1989-03-17,2292.14,402.2,292.69
1989-03-23,2243.04,400.9,288.98
1989-03-31,2293.62,406.7,294.87
1989-04-07,2304.8,410.7,297.16
1989-04-14,2337.06,417.7,301.36
1989-04-21,2409.46,423.8,309.61
1989-04-28,2418.8,427.6,309.64
1989-05-05,2381.96,430.7,307.61
1989-05-12,2439.7,434.8,313.84
1989-05-19,2501.1,442.1,321.24
1989-05-26,2493.77,445.2,321.59
1989-06-02,2517.83,451.6,325.52
1989-06-09,2513.42,453.7,326.69
1989-06-16,2486.38,447.2,321.35
1989-06-23,2531.87,448.4,328.0
1989-06-30,2440.06,435.3,317.98
1989-07-07,2487.86,442.4,324.91
1989-07-14,2554.82,448.9,331.84
1989-07-21,2607.36,449.3,335.9
1989-07-28,2635.24,452.8,342.15
1989-08-04,2653.45,457.4,343.92
1989-08-11,2683.99,462.5,344.74
1989-08-18,2687.97,462.0,346.03
1989-08-25,2732.36,466.8,350.52
1989-09-01,2752.09,471.3,353.73
1989-09-08,2709.54,471.3,348.76
1989-09-15,2674.58,467.6,345.06
1989-09-22,2681.61,468.1,347.05
1989-09-29,2692.82,472.9,349.15
1989-10-06,2785.52,483.6,358.78
1989-10-13,2569.26,467.3,333.65
1989-10-20,2689.14,470.7,347.16
1989-10-27,2596.72,452.8,335.06
1989-11-03,2629.51,453.0,337.62
1989-11-10,2625.61,456.2,339.1
1989-11-17,2652.66,456.7,341.61
1989-11-24,2675.55,456.6,343.97
1989-12-01,2747.65,457.1,350.63
1989-12-08,2731.44,456.2,348.69
1989-12-15,2739.55,443.8,350.14
1989-12-22,2711.39,444.6,347.42
1989-12-29,2753.2,454.8,353.4
1990-01-05,2773.25,458.2,352.2
1990-01-12,2689.21,439.7,339.93
1990-01-19,2677.9,440.9,339.15
1990-01-26,2559.23,421.3,325.8
1990-02-02,2602.7,422.2,330.92
1990-02-09,2648.2,428.8,333.62
1990-02-16,2635.59,429.0,332.72
1990-02-23,2564.19,419.5,324.15
1990-03-02,2660.36,431.0,335.54
1990-03-09,2683.33,436.8,337.93
1990-03-16,2741.22,442.2,341.91
1990-03-23,2704.28,437.3,337.22
1990-03-30,2707.21,435.5,339.94
1990-04-06,2717.12,430.9,340.08
1990-04-12,2751.8,436.3,344.34
1990-04-20,2695.95,425.8,335.12
1990-04-27,2645.05,418.0,329.11
1990-05-04,2710.36,428.6,338.39
1990-05-11,2801.58,438.1,352.0
1990-05-18,2819.91,448.3,354.64
1990-05-25,2820.92,453.7,354.58
1990-06-01,2900.97,462.1,363.16
1990-06-08,2862.38,460.9,358.71
1990-06-15,2935.89,467.6,362.91
1990-06-22,2857.18,459.3,355.43
1990-06-29,2880.69,462.3,358.02
1990-07-06,2904.95,460.5,358.42
1990-07-13,2980.2,468.4,367.31
1990-07-20,2961.14,455.3,361.61
1990-07-27,2898.51,442.6,353.44
1990-08-03,2809.65,417.5,344.86
1990-08-10,2716.58,408.0,335.52
1990-08-17,2644.8,393.5,327.83
1990-08-24,2532.92,367.3,311.51
1990-08-31,2614.36,381.2,322.56
1990-09-07,2619.55,380.4,323.4
1990-09-14,2564.11,374.4,316.83
1990-09-21,2512.38,362.3,311.32
1990-09-28,2452.48,344.5,306.05
1990-10-05,2510.64,347.4,311.5
1990-10-12,2398.02,327.6,300.03
1990-10-19,2520.79,337.4,312.48
1990-10-26,2436.14,334.4,304.71
1990-11-02,2490.84,336.5,311.85
1990-11-09,2488.61,342.0,313.74
1990-11-16,2550.25,350.9,317.12
1990-11-23,2527.23,349.0,315.1
1990-11-30,2559.65,359.1,322.22
1990-12-07,2590.1,371.5,327.75
1990-12-14,2593.81,368.8,326.82
1990-12-21,2633.66,373.6,331.75
1990-12-28,2629.21,371.2,328.72
1991-01-04,2566.09,367.2,321.0
1991-01-11,2501.49,361.8,315.23
1991-01-18,2646.78,377.0,332.23
1991-01-25,2659.41,394.3,336.07
1991-02-01,2730.69,417.7,343.05
1991-02-08,2830.69,436.8,359.35
1991-02-15,2934.65,448.7,369.06
1991-02-22,2889.36,449.0,365.65
1991-03-01,2909.9,456.7,370.47
1991-03-08,2955.2,475.11,374.95
1991-03-15,2948.27,466.29,373.59
1991-03-22,2858.91,464.15,367.48
1991-03-28,2913.86,482.3,375.22
1991-04-05,2896.78,495.79,375.36
1991-04-12,2920.79,501.62,380.4
1991-04-19,2965.59,501.19,384.2
