Date,Value Dow,Value Nasdaq,Value S&P 500
2012-02-17,12949.87,2951.78,1361.23
2012-02-24,12982.95,2963.75,1365.74
2012-03-02,12977.57,2976.19,1369.63
2012-03-09,12922.02,2988.34,1370.87
2012-03-16,13232.62,3055.26,1404.17
2012-03-23,13080.73,3067.92,1397.11
2012-03-30,13212.04,3091.57,1408.47
2012-04-05,13060.14,3080.5,1398.08
2012-04-13,12849.59,3011.33,1370.26
2012-04-20,13029.26,3000.45,1378.53
2012-04-27,13228.31,3069.2,1403.36
2012-05-04,13038.27,2956.34,1369.1
2012-05-11,12820.6,2933.82,1353.39
2012-05-18,12369.38,2778.79,1295.22
2012-05-25,12454.83,2837.53,1317.82
2012-06-01,12118.57,2747.48,1278.04
2012-06-08,12554.2,2858.42,1325.66
2012-06-15,12767.17,2872.8,1342.84
2012-06-22,12640.78,2892.42,1335.02
2012-06-29,12880.09,2935.05,1362.16
2012-07-06,12772.47,2937.33,1354.68
2012-07-13,12777.09,2908.47,1356.78
2012-07-20,12822.57,2925.3,1362.66
2012-07-27,13075.66,2958.09,1385.97
2012-08-03,13096.17,2967.9,1390.99
2012-08-10,13207.95,3020.86,1405.87
2012-08-17,13275.2,3076.59,1418.16
2012-08-24,13157.97,3069.79,1411.13
2012-08-31,13090.84,3066.96,1406.58
2012-09-07,13306.64,3136.42,1437.92
2012-09-14,13593.37,3183.95,1465.77
2012-09-21,13579.47,3179.96,1460.15
2012-09-28,13437.13,3116.23,1440.67
2012-10-05,13610.15,3136.19,1460.93
2012-10-12,13328.85,3044.11,1428.59
2012-10-19,13343.51,3005.62,1433.19
2012-10-26,13107.21,2987.95,1411.94
2012-11-02,13093.16,2982.13,1414.2
2012-11-09,12815.39,2904.87,1379.85
2012-11-16,12588.31,2853.13,1359.88
2012-11-23,13009.68,2966.85,1409.15
2012-11-30,13025.58,3010.24,1416.18
2012-12-07,13155.13,2978.04,1418.07
2012-12-14,13135.01,2971.33,1413.58
2012-12-21,13190.84,3021.01,1430.15
2012-12-28,12938.11,2960.31,1402.43
2013-01-04,13435.21,3101.66,1466.47
2013-01-11,13488.43,3125.63,1472.05
2013-01-18,13649.7,3134.71,1485.98
2013-01-25,13895.98,3149.71,1502.96
2013-02-01,14009.79,3179.1,1513.17
2013-02-08,13992.97,3193.87,1517.93
2013-02-15,13981.76,3192.03,1519.79
2013-02-22,14000.57,3161.82,1515.6
2013-03-01,14089.66,3169.74,1518.2
2013-03-08,14397.07,3244.37,1551.18
2013-03-15,14514.11,3249.07,1560.7
2013-03-22,14512.03,3245.0,1556.89
2013-03-28,14578.54,3267.52,1569.19
2013-04-05,14565.25,3203.86,1553.28
2013-04-12,14865.06,3294.95,1588.85
2013-04-19,14547.51,3206.06,1555.25
2013-04-26,14712.55,3279.26,1582.24
2013-05-03,14973.96,3378.63,1614.42
2013-05-10,15118.49,3436.58,1633.7
2013-05-17,15354.4,3498.97,1667.47
2013-05-24,15303.1,3459.14,1649.6
2013-05-31,15115.57,3455.91,1630.74
2013-06-07,15248.12,3469.22,1643.38
2013-06-14,15070.18,3423.56,1626.73
2013-06-21,14799.4,3357.25,1592.43
2013-06-28,14909.6,3403.25,1606.28
2013-07-05,15135.84,3479.38,1631.89
2013-07-12,15464.3,3600.08,1680.19
2013-07-19,15543.74,3587.61,1692.09
2013-07-26,15558.83,3613.16,1691.65
2013-08-02,15658.36,3689.59,1709.67
2013-08-09,15425.51,3660.11,1691.42
2013-08-16,15081.47,3602.78,1655.83
2013-08-23,15010.51,3657.79,1663.5
2013-08-30,14810.31,3589.87,1632.97
2013-09-06,14922.5,3660.01,1655.17
2013-09-13,15376.06,3722.18,1687.99
2013-09-20,15451.09,3774.73,1709.91
2013-09-27,15258.24,3781.59,1691.75
2013-10-04,15072.58,3807.75,1690.5
2013-10-11,15237.11,3791.87,1703.2
2013-10-18,15399.65,3914.28,1744.5
2013-10-25,15570.28,3943.36,1759.77
2013-11-01,15615.55,3922.04,1761.64
2013-11-08,15761.78,3919.23,1770.61
2013-11-15,15961.7,3985.97,1798.18
2013-11-22,16064.77,3991.65,1804.76
2013-11-29,16086.41,4059.89,1805.81
2013-12-06,16020.2,4062.52,1805.09
2013-12-13,15755.36,4000.98,1775.32
2013-12-20,16221.14,4104.74,1818.32
2013-12-27,16478.41,4156.59,1841.4
2014-01-03,16469.99,4131.91,1831.37
2014-01-10,16437.05,4174.66,1842.37
2014-01-17,16458.56,4197.58,1838.7
2014-01-24,15879.11,4128.17,1790.29
2014-01-31,15698.85,4103.88,1782.59
2014-02-07,15794.08,4125.86,1797.02
2014-02-14,16154.39,4244.03,1838.63
2014-02-21,16103.3,4263.41,1836.25
2014-02-28,16321.71,4308.12,1859.45
2014-03-07,16452.72,4336.22,1878.04
2014-03-14,16065.67,4245.4,1841.13
2014-03-21,16302.77,4276.79,1866.52
2014-03-28,16323.06,4155.76,1857.62
2014-04-04,16412.71,4127.73,1865.09
2014-04-11,16026.75,3999.73,1815.69
2014-04-17,16408.54,4095.52,1864.85
2014-04-25,16361.46,4075.56,1863.4
2014-05-02,16512.89,4123.9,1881.14
2014-05-09,16583.34,4071.87,1878.48
2014-05-16,16491.31,4090.59,1877.86
2014-05-23,16606.27,4185.81,1900.53
2014-05-30,16717.17,4242.62,1923.57
2014-06-06,16924.28,4321.4,1949.44
2014-06-13,16775.74,4310.65,1936.16
2014-06-20,16947.08,4368.04,1962.87
2014-06-27,16851.84,4397.93,1960.96
2014-07-03,17068.26,4485.93,1985.44
2014-07-11,16943.81,4415.49,1967.57
2014-07-18,17100.18,4432.15,1978.22
2014-07-25,16960.57,4449.56,1978.34
2014-08-01,16493.37,4352.64,1925.15
2014-08-08,16553.93,4370.9,1931.59
2014-08-15,16662.91,4464.93,1955.06
2014-08-22,17001.22,4538.55,1988.4
2014-08-29,17098.45,4580.27,2003.37
2014-09-05,17137.36,4582.9,2007.71
2014-09-12,16987.51,4567.6,1985.54
2014-09-19,17279.74,4579.79,2010.4
2014-09-26,17113.15,4512.19,1982.85
2014-10-03,17009.69,4475.62,1967.9
2014-10-10,16544.1,4276.24,1906.13
2014-10-17,16380.41,4258.44,1886.76
2014-10-24,16805.41,4483.72,1964.58
2014-10-31,17390.52,4630.74,2018.05
2014-11-07,17573.93,4632.53,2031.92
2014-11-14,17634.74,4688.54,2039.82
2014-11-21,17810.06,4712.97,2063.5
2014-11-28,17828.24,4791.63,2067.56
2014-12-05,17958.79,4780.76,2075.37
2014-12-12,17280.83,4653.6,2002.33
2014-12-19,17804.8,4765.38,2070.65
2014-12-26,18053.71,4806.86,2088.77
2015-01-02,17832.99,4726.81,2058.2
2015-01-09,17737.37,4704.07,2044.81
2015-01-16,17511.57,4634.38,2019.42
2015-01-23,17672.6,4757.88,2051.82
2015-01-30,17164.95,4635.24,1994.99
2015-02-06,17824.29,4744.4,2055.47
2015-02-13,18019.35,4893.84,2096.99
2015-02-20,18140.44,4955.97,2110.3
2015-02-27,18132.7,4963.53,2104.5
2015-03-06,17856.78,4927.37,2071.26
2015-03-13,17749.31,4871.76,2053.4
2015-03-20,18127.65,5026.42,2108.1
2015-03-27,17712.66,4891.22,2061.02
2015-04-02,17763.24,4886.94,2066.96
2015-04-10,18057.65,4995.98,2102.06
2015-04-17,17826.3,4931.81,2081.18
2015-04-24,18080.14,5092.08,2117.69
2015-05-01,18024.06,5005.39,2108.29
2015-05-08,18191.11,5003.55,2116.1
2015-05-15,18272.56,5048.29,2122.73
2015-05-22,18232.02,5089.36,2126.06
2015-05-29,18010.68,5070.03,2107.39
2015-06-05,17849.46,5068.46,2092.83
2015-06-12,17898.84,5051.1,2094.11
2015-06-19,18015.95,5117.0,2109.99
2015-06-26,17946.68,5080.51,2101.49
2015-07-02,17730.11,5009.21,2076.78
2015-07-10,17760.41,4997.7,2076.62
2015-07-17,18086.45,5210.14,2126.64
2015-07-24,17568.53,5088.63,2079.65
2015-07-31,17689.86,5128.28,2103.84
2015-08-07,17373.38,5043.54,2077.57
2015-08-14,17477.4,5048.24,2091.54
2015-08-21,16459.75,4706.04,1970.89
2015-08-28,16643.01,4828.32,1988.87
2015-09-04,16102.38,4683.92,1921.22
2015-09-11,16433.09,4822.34,1961.05
2015-09-18,16384.79,4827.23,1958.08
2015-09-25,16314.67,4686.5,1931.34
2015-10-02,16472.37,4707.78,1951.36
2015-10-09,17084.49,4830.47,2014.89
2015-10-16,17215.97,4886.69,2033.11
2015-10-23,17646.7,5031.86,2075.15
2015-10-30,17663.54,5053.75,2079.36
2015-11-06,17910.33,5147.12,2099.2
2015-11-13,17245.24,4927.88,2023.04
2015-11-20,17823.81,5104.92,2089.17
2015-11-27,17798.49,5127.52,2090.11
2015-12-04,17847.63,5142.27,2091.69
2015-12-11,17265.21,4933.47,2012.37
2015-12-18,17128.55,4923.08,2005.55
2015-12-24,17552.17,5048.49,2060.99
2015-12-31,17425.03,5007.41,2043.94
2016-01-08,16346.45,4643.63,1922.03
2016-01-15,15988.08,4488.42,1880.29
2016-01-22,16093.51,4591.18,1906.9
2016-01-29,16466.3,4613.95,1940.24
2016-02-05,16204.83,4363.14,1880.02
2016-02-12,15973.84,4337.51,1864.78
2016-02-19,16391.99,4504.43,1917.78
2016-02-26,16639.97,4590.47,1948.05
2016-03-04,17006.77,4717.02,1999.99
2016-03-11,17213.31,4748.47,2022.19
2016-03-18,17602.3,4795.65,2049.56
2016-03-24,17515.73,4773.5,2035.94
2016-04-01,17792.75,4914.54,2072.78
2016-04-08,17576.96,4850.69,2047.6
2016-04-15,17897.46,4938.22,2080.73
2016-04-22,18003.75,4906.23,2091.58
2016-04-29,17773.64,4775.36,2065.3
2016-05-06,17740.63,4736.16,2057.14
2016-05-13,17535.32,4717.68,2046.61
2016-05-20,17500.94,4769.56,2052.32
2016-05-27,17873.22,4933.5,2099.06
2016-06-03,17807.06,4942.52,2099.13
2016-06-10,17865.34,4894.55,2096.07
2016-06-17,17675.16,4800.34,2071.22
2016-06-24,17400.75,4707.98,2037.41
2016-07-01,17949.37,4862.57,2102.95
2016-07-08,18146.74,4956.76,2129.9
2016-07-15,18516.55,5029.59,2161.74
2016-07-22,18570.85,5100.16,2175.03
2016-07-29,18432.24,5162.13,2173.6
2016-08-05,18543.53,5221.12,2182.87
2016-08-12,18576.47,5232.89,2184.05
2016-08-19,18552.57,5238.38,2183.87
2016-08-26,18395.4,5218.92,2169.04
2016-09-02,18491.96,5249.9,2179.98
2016-09-09,18085.45,5125.91,2127.81
2016-09-16,18123.8,5244.57,2139.16
2016-09-23,18261.45,5305.75,2164.69
2016-09-30,18308.15,5312.0,2168.27
2016-10-07,18240.49,5292.4,2153.74
2016-10-14,18138.38,5214.16,2132.98
2016-10-21,18145.71,5257.4,2141.16
2016-10-28,18161.19,5190.1,2126.41
2016-11-04,17888.28,5046.37,2085.18
2016-11-11,18847.66,5237.11,2164.45
2016-11-18,18867.93,5321.51,2181.9
2016-11-25,19152.14,5398.92,2213.35
2016-12-02,19170.42,5255.65,2191.95
2016-12-09,19756.85,5444.5,2259.53
2016-12-16,19843.41,5437.16,2258.07
2016-12-23,19933.81,5462.69,2263.79
2016-12-30,19762.6,5383.12,2238.83
2017-01-06,19963.8,5521.06,2276.98
2017-01-13,19885.73,5574.12,2274.64
2017-01-20,19827.25,5555.33,2271.31
2017-01-27,20093.78,5660.78,2294.69
2017-02-03,20071.46,5666.77,2297.42
2017-02-10,20269.37,5734.13,2316.1
2017-02-17,20624.05,5838.58,2351.16
2017-02-24,20821.76,5845.31,2367.34
2017-03-03,21005.71,5870.75,2383.12
2017-03-10,20902.98,5861.73,2372.6
2017-03-17,20914.62,5901.0,2378.25
2017-03-24,20596.72,5828.74,2343.98
2017-03-31,20663.22,5911.74,2362.72
2017-04-07,20656.1,5877.81,2355.54
2017-04-13,20453.25,5805.15,2328.95
2017-04-21,20547.76,5910.52,2348.69
2017-04-28,20940.51,6047.61,2384.2
2017-05-05,21006.94,6100.76,2399.29
2017-05-12,20896.61,6121.23,2390.9
2017-05-19,20804.84,6083.7,2381.73
2017-05-26,21080.28,6210.19,2415.82
2017-06-02,21206.29,6305.8,2439.07
2017-06-09,21271.97,6207.92,2431.77
2017-06-16,21384.28,6151.76,2433.15
2017-06-23,21394.76,6265.25,2438.3
2017-06-30,21349.63,6140.42,2423.41
2017-07-07,21414.34,6153.08,2425.18
2017-07-14,21637.74,6312.47,2459.27
2017-07-21,21580.07,6387.75,2472.54
2017-07-28,21830.31,6374.68,2472.1
2017-08-04,22092.81,6351.56,2476.83
2017-08-11,21858.32,6256.56,2441.32
2017-08-18,21674.51,6216.53,2425.55
2017-08-25,21813.67,6265.64,2443.05
2017-08-29,21865.37,6301.8857,2446.3
